doc_id,origin,title,normalized_title,source_url,source_slug,fallback_slug,canonical_slug,section_or_category,local_path
new:builder/features/password-protection,academy,Password Protection,password protection,https://academy.bricksbuilder.io/builder/features/password-protection/,password-protection,password-protection,password-protection,builder/features,
new:builder/features/popup-builder,academy,Popup Builder,popup builder,https://academy.bricksbuilder.io/builder/features/popup-builder/,popup-builder,popup-builder,popup-builder,builder/features,
new:builder/features/remote-components,academy,Remote Components,remote components,https://academy.bricksbuilder.io/builder/features/remote-components/,remote-components,remote-components,remote-components,builder/features,
new:builder/features/remote-templates,academy,Remote Templates,remote templates,https://academy.bricksbuilder.io/builder/features/remote-templates/,remote-templates,remote-templates,remote-templates,builder/features,
new:builder/features/save-form-submissions,academy,Save Form Submissions,save form submissions,https://academy.bricksbuilder.io/builder/features/save-form-submissions/,save-form-submissions,save-form-submissions,save-form-submissions,builder/features,
new:builder/features/search-criteria,academy,Search Criteria,search criteria,https://academy.bricksbuilder.io/builder/features/search-criteria/,search-criteria,search-criteria,search-criteria,builder/features,
new:builder/features/sidebars,academy,Create Your Own Sidebars,create your own sidebars,https://academy.bricksbuilder.io/builder/features/sidebars/,sidebars,sidebars,sidebars,builder/features,
new:builder/features/style-manager,academy,Style Manager,style manager,https://academy.bricksbuilder.io/builder/features/style-manager/,style-manager,style-manager,style-manager,builder/features,
new:builder/features/svg-uploads,academy,SVG Uploads,svg uploads,https://academy.bricksbuilder.io/builder/features/svg-uploads/,svg-uploads,svg-uploads,svg-uploads,builder/features,
new:builder/features/template-library,academy,Template Library,template library,https://academy.bricksbuilder.io/builder/features/template-library/,template-library,template-library,template-library,builder/features,
new:builder/features/template-settings,academy,Template Settings,template settings,https://academy.bricksbuilder.io/builder/features/template-settings/,template-settings,template-settings,template-settings,builder/features,
new:builder/features/user-activation,academy,User activation,user activation,https://academy.bricksbuilder.io/builder/features/user-activation/,user-activation,user-activation,user-activation,builder/features,
new:builder/features/visual-grid-builder,academy,Visual Grid Builder,visual grid builder,https://academy.bricksbuilder.io/builder/features/visual-grid-builder/,visual-grid-builder,visual-grid-builder,visual-grid-builder,builder/features,
new:builder/features/wireframe-templates,academy,Wireframe Templates,wireframe templates,https://academy.bricksbuilder.io/builder/features/wireframe-templates/,wireframe-templates,wireframe-templates,wireframe-templates,builder/features,
new:builder/interface/builder-access,academy,Builder Access & Capabilities,builder access and capabilities,https://academy.bricksbuilder.io/builder/interface/builder-access/,builder-access,builder-access,builder-access,builder/interface,
new:builder/interface/builder-interface-customiser-profiles,academy,Builder Interface Customiser and Profiles,builder interface customiser and profiles,https://academy.bricksbuilder.io/builder/interface/builder-interface-customiser-profiles/,builder-interface-customiser-profiles,builder-interface-customiser-profiles,builder-interface-customiser-profiles,builder/interface,
new:builder/interface/builder-mode,academy,Builder Mode (Custom),builder mode custom,https://academy.bricksbuilder.io/builder/interface/builder-mode/,builder-mode,builder-mode,builder-mode,builder/interface,
new:builder/interface/command-palette,academy,Command Palette,command palette,https://academy.bricksbuilder.io/builder/interface/command-palette/,command-palette,command-palette,command-palette,builder/interface,
new:builder/interface/context-menu,academy,Context Menu,context menu,https://academy.bricksbuilder.io/builder/interface/context-menu/,context-menu,context-menu,context-menu,builder/interface,
new:builder/interface/editing-elements,academy,Adding & Editing Elements,adding and editing elements,https://academy.bricksbuilder.io/builder/interface/editing-elements/,editing-elements,editing-elements,editing-elements,builder/interface,
new:builder/interface/editing-with-bricks,academy,Start Editing With Bricks,start editing with bricks,https://academy.bricksbuilder.io/builder/interface/editing-with-bricks/,editing-with-bricks,editing-with-bricks,editing-with-bricks,builder/interface,
new:builder/interface/keyboard-shortcuts,academy,Keyboard Shortcuts,keyboard shortcuts,https://academy.bricksbuilder.io/builder/interface/keyboard-shortcuts/,keyboard-shortcuts,keyboard-shortcuts,keyboard-shortcuts,builder/interface,
new:builder/interface/page-settings,academy,Page Settings,page settings,https://academy.bricksbuilder.io/builder/interface/page-settings/,page-settings,page-settings,page-settings,builder/interface,
new:builder/interface/responsive-editing,academy,Responsive Editing,responsive editing,https://academy.bricksbuilder.io/builder/interface/responsive-editing/,responsive-editing,responsive-editing,responsive-editing,builder/interface,
new:builder/interface/revisions,academy,Revisions,revisions,https://academy.bricksbuilder.io/builder/interface/revisions/,revisions,revisions,revisions,builder/interface,
new:builder/interface/save-publish,academy,Save & Publish,save and publish,https://academy.bricksbuilder.io/builder/interface/save-publish/,save-publish,save-publish,save-publish,builder/interface,
new:builder/license/license-and-updates,academy,"License, updates, and your account",license updates and your account,https://academy.bricksbuilder.io/builder/license/license-and-updates/,license-and-updates,license-and-updates,license-and-updates,builder/license,
new:builder/license/restrict-license-key-usage,academy,Restrict License Key Usage,restrict license key usage,https://academy.bricksbuilder.io/builder/license/restrict-license-key-usage/,restrict-license-key-usage,restrict-license-key-usage,restrict-license-key-usage,builder/license,
new:builder/setup/known-issues,academy,Known issues,known issues,https://academy.bricksbuilder.io/builder/setup/known-issues/,known-issues,known-issues,known-issues,builder/setup,
new:builder/setup/requirements,academy,Requirements,requirements,https://academy.bricksbuilder.io/builder/setup/requirements/,requirements,requirements,requirements,builder/setup,
new:builder/setup/settings,academy,Bricks Settings,bricks settings,https://academy.bricksbuilder.io/builder/setup/settings/,settings,settings,settings,builder/setup,
new:builder/setup/troubleshooting,academy,Troubleshooting a Bricks Website,troubleshooting a bricks website,https://academy.bricksbuilder.io/builder/setup/troubleshooting/,troubleshooting,troubleshooting,troubleshooting,builder/setup,
new:builder/styling/adobe-fonts,academy,Integration: Adobe Fonts,integration adobe fonts,https://academy.bricksbuilder.io/builder/styling/adobe-fonts/,adobe-fonts,adobe-fonts,adobe-fonts,builder/styling,
new:builder/styling/cascade-layer,academy,Cascade layer,cascade layer,https://academy.bricksbuilder.io/builder/styling/cascade-layer/,cascade-layer,cascade-layer,cascade-layer,builder/styling,
new:builder/styling/contextual-spacing,academy,Contextual Spacing,contextual spacing,https://academy.bricksbuilder.io/builder/styling/contextual-spacing/,contextual-spacing,contextual-spacing,contextual-spacing,builder/styling,
new:builder/styling/css-grid-layout,academy,CSS Grid Layout,css grid layout,https://academy.bricksbuilder.io/builder/styling/css-grid-layout/,css-grid-layout,css-grid-layout,css-grid-layout,builder/styling,
new:builder/styling/custom-fonts,academy,Custom Fonts,custom fonts,https://academy.bricksbuilder.io/builder/styling/custom-fonts/,custom-fonts,custom-fonts,custom-fonts,builder/styling,
new:builder/styling/fluid-typography,academy,Fluid Typography,fluid typography,https://academy.bricksbuilder.io/builder/styling/fluid-typography/,fluid-typography,fluid-typography,fluid-typography,builder/styling,
new:builder/styling/font-manager,academy,Font Manager,font manager,https://academy.bricksbuilder.io/builder/styling/font-manager/,font-manager,font-manager,font-manager,builder/styling,
new:builder/styling/global-class-import-manager,academy,Global class import manager,global class import manager,https://academy.bricksbuilder.io/builder/styling/global-class-import-manager/,global-class-import-manager,global-class-import-manager,global-class-import-manager,builder/styling,
new:builder/styling/global-class-manager,academy,Global Class Manager,global class manager,https://academy.bricksbuilder.io/builder/styling/global-class-manager/,global-class-manager,global-class-manager,global-class-manager,builder/styling,
new:builder/styling/global-css-classes,academy,Global CSS Classes,global css classes,https://academy.bricksbuilder.io/builder/styling/global-css-classes/,global-css-classes,global-css-classes,global-css-classes,builder/styling,
new:builder/styling/global-variables-manager,academy,Global Variables Manager,global variables manager,https://academy.bricksbuilder.io/builder/styling/global-variables-manager/,global-variables-manager,global-variables-manager,global-variables-manager,builder/styling,
new:builder/styling/gradients-overlays,academy,Gradients & Overlays,gradients and overlays,https://academy.bricksbuilder.io/builder/styling/gradients-overlays/,gradients-overlays,gradients-overlays,gradients-overlays,builder/styling,
